,unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,message
14484,605800,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Winter 2017-18,2017-12-01,8.06,
14481,605809,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2017-18,2017-12-01,8.61,
1523,605692,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2017-18,2017-12-01,8.61,
1090,602953,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Winter 2017-18,2017-12-01,27.27,
14352,605839,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Winter 2017-18,2017-12-01,8.44,
13552,605674,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Winter 2017-18,2017-12-01,8.06,
14348,605836,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Winter 2017-18,2017-12-01,8.29,
1095,603079,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Winter 2017-18,2017-12-01,24.45,
2557,605860,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Winter 2017-18,2017-12-01,7.62,
1096,603046,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Winter 2017-18,2017-12-01,23.47,
1097,603025,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Winter 2017-18,2017-12-01,25.9,
12075,602788,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Winter 2017-18,2017-12-01,27.14,
14340,602908,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Winter 2017-18,2017-12-01,14.41,
8139,605761,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Winter 2017-18,2017-12-01,8.11,
14311,605845,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Winter 2017-18,2017-12-01,9.21,
14218,605668,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Winter 2017-18,2017-12-01,8.13,
5039,606046,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2017-18,2017-12-01,7.86,
1149,602710,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Winter 2017-18,2017-12-01,22.82,
7575,605767,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Winter 2017-18,2017-12-01,7.62,
7573,605704,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Winter 2017-18,2017-12-01,8.39,
1152,602794,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2017-18,2017-12-01,24.42,
8141,605785,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Winter 2017-18,2017-12-01,8.01,
12262,605749,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Winter 2017-18,2017-12-01,9.27,
13634,605719,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Winter 2017-18,2017-12-01,8.29,
11740,602806,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2017-18,2017-12-01,23.99,
15244,602941,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Winter 2017-18,2017-12-01,27.68,
8205,605779,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Winter 2017-18,2017-12-01,8.19,
14463,602926,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Winter 2017-18,2017-12-01,18.06,
1451,605923,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Winter 2017-18,2017-12-01,8.39,
1203,602695,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2017-18,2017-12-01,28.62,
1202,602812,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2017-18,2017-12-01,21.61,
13651,605665,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Winter 2017-18,2017-12-01,8.0,
14442,605818,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Winter 2017-18,2017-12-01,8.4,
3882,602848,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2017-18,2017-12-01,26.16,
12153,602779,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2017-18,2017-12-01,29.62,
13512,605956,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Winter 2017-18,2017-12-01,8.12,
12150,602776,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Winter 2017-18,2017-12-01,33.05,
13517,605920,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2017-18,2017-12-01,8.43,
13520,605926,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Winter 2017-18,2017-12-01,8.36,
13523,605962,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Winter 2017-18,2017-12-01,8.14,
12141,602815,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2017-18,2017-12-01,14.41,
13644,605686,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Winter 2017-18,2017-12-01,10.07,
14410,602887,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2017-18,2017-12-01,27.14,
13509,605998,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2017-18,2017-12-01,8.11,
13326,602959,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2017-18,2017-12-01,27.31,
12235,602764,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2017-18,2017-12-01,26.75,
5041,605992,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2017-18,2017-12-01,8.51,
13210,605911,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2017-18,2017-12-01,10.74,
11239,605857,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Winter 2017-18,2017-12-01,8.11,
11242,605851,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Winter 2017-18,2017-12-01,8.67,
12375,603109,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Winter 2017-18,2017-12-01,17.21,
13160,605935,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Winter 2017-18,2017-12-01,9.05,
13982,602911,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Winter 2017-18,2017-12-01,30.67,
13323,602965,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Winter 2017-18,2017-12-01,26.74,
13987,602914,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2017-18,2017-12-01,31.14,
15073,602863,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Winter 2017-18,2017-12-01,20.54,
15225,605902,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Winter 2017-18,2017-12-01,9.36,
13235,603097,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2017-18,2017-12-01,21.61,
1308,602983,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Winter 2017-18,2017-12-01,26.49,
13237,606004,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Winter 2017-18,2017-12-01,7.82,
12385,606013,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Winter 2017-18,2017-12-01,8.62,
13990,602893,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2017-18,2017-12-01,24.42,
13201,605905,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Winter 2017-18,2017-12-01,10.42,
13170,605896,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Winter 2017-18,2017-12-01,10.45,
12369,605737,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Winter 2017-18,2017-12-01,11.5,
12361,606070,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Winter 2017-18,2017-12-01,7.58,
13174,605899,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Winter 2017-18,2017-12-01,10.27,
13184,605947,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Winter 2017-18,2017-12-01,8.37,
12359,606016,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Winter 2017-18,2017-12-01,8.45,
15177,605821,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Winter 2017-18,2017-12-01,8.39,
15172,602860,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2017-18,2017-12-01,24.33,
13190,602716,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Winter 2017-18,2017-12-01,25.81,
15166,602707,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Winter 2017-18,2017-12-01,21.29,
15164,602947,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Winter 2017-18,2017-12-01,35.17,
15152,605908,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Winter 2017-18,2017-12-01,12.61,
15147,602992,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2017-18,2017-12-01,21.31,
12349,606052,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Winter 2017-18,2017-12-01,7.56,
12347,602791,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2017-18,2017-12-01,26.84,
13198,605953,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Winter 2017-18,2017-12-01,8.0,
12344,602821,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Winter 2017-18,2017-12-01,20.07,
13239,603043,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2017-18,2017-12-01,18.95,
15071,602857,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Winter 2017-18,2017-12-01,24.2,
13753,605659,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Winter 2017-18,2017-12-01,7.88,
12365,605740,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Winter 2017-18,2017-12-01,10.23,
14009,602896,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2017-18,2017-12-01,25.21,
12289,602782,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2017-18,2017-12-01,28.12,
12317,605743,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Winter 2017-18,2017-12-01,9.55,
14966,605830,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Winter 2017-18,2017-12-01,7.81,
12392,605734,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Winter 2017-18,2017-12-01,11.21,
2362,602899,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2017-18,2017-12-01,23.99,
753,603088,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2017-18,2017-12-01,23.13,
14006,602890,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2017-18,2017-12-01,26.84,
12393,603073,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2017-18,2017-12-01,25.7,
750,603040,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Winter 2017-18,2017-12-01,24.62,
13741,606010,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2017-18,2017-12-01,7.79,
15234,602746,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Winter 2017-18,2017-12-01,20.54,
749,603034,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2017-18,2017-12-01,23.61,
13247,603049,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2017-18,2017-12-01,19.88,
9358,605770,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Winter 2017-18,2017-12-01,7.71,
1294,602818,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2017-18,2017-12-01,22.6,
12313,605746,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Winter 2017-18,2017-12-01,10.41,
13309,605689,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Winter 2017-18,2017-12-01,9.38,
12395,603052,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2017-18,2017-12-01,25.7,
13311,605722,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Winter 2017-18,2017-12-01,8.44,
15062,602698,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2017-18,2017-12-01,23.47,
12277,603094,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2017-18,2017-12-01,23.87,
5353,606028,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Winter 2017-18,2017-12-01,7.91,
13317,603001,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Winter 2017-18,2017-12-01,22.76,
12310,606064,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Winter 2017-18,2017-12-01,8.02,
12286,602785,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2017-18,2017-12-01,30.06,
4827,603053,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Annual Average 2018,2018-01-01,18.08,
13945,605648,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Annual Average 2018,2018-01-01,7.25,
7603,602996,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2018,2018-01-01,15.84,
7924,602891,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Annual Average 2018,2018-01-01,17.63,
13943,605651,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Annual Average 2018,2018-01-01,7.19,
8097,606038,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Annual Average 2018,2018-01-01,6.93,
7606,603002,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2018,2018-01-01,15.81,
5005,605930,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Annual Average 2018,2018-01-01,8.05,
13928,605654,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Annual Average 2018,2018-01-01,8.46,
13919,602837,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Annual Average 2018,2018-01-01,16.89,
5012,606062,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Annual Average 2018,2018-01-01,6.58,
7888,605846,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Annual Average 2018,2018-01-01,8.16,
14198,605657,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Annual Average 2018,2018-01-01,6.82,
13913,602849,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Annual Average 2018,2018-01-01,17.56,
5006,605933,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Annual Average 2018,2018-01-01,8.12,
4831,603056,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2018,2018-01-01,14.45,
7900,605816,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Annual Average 2018,2018-01-01,6.99,
5751,605711,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2018,2018-01-01,6.55,
13932,605678,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Annual Average 2018,2018-01-01,7.68,
14014,605705,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Annual Average 2018,2018-01-01,6.7,
1305,602945,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Annual Average 2018,2018-01-01,31.1,
7790,602999,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2018,2018-01-01,17.08,
16073,602711,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Annual Average 2018,2018-01-01,16.89,
4910,602762,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2018,2018-01-01,20.91,
16085,602699,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2018,2018-01-01,12.92,
14047,602987,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2018,2018-01-01,18.43,
14058,602903,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Annual Average 2018,2018-01-01,16.22,
7747,602969,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2018,2018-01-01,21.17,
4394,603065,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Annual Average 2018,2018-01-01,19.09,
16103,605660,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5,Staten Island,Annual Average 2018,2018-01-01,6.4,
4781,605957,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2018,2018-01-01,6.88,
1852,602801,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2018,2018-01-01,17.34,
1851,602705,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2018,2018-01-01,16.16,
4982,603014,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2018,2018-01-01,19.47,
1848,602726,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Annual Average 2018,2018-01-01,21.14,
7698,602885,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Annual Average 2018,2018-01-01,20.89,
4374,606017,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Annual Average 2018,2018-01-01,6.66,
7695,602900,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Annual Average 2018,2018-01-01,17.55,
5755,605708,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2018,2018-01-01,6.67,
4435,606008,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2018,2018-01-01,6.54,
13674,602714,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Annual Average 2018,2018-01-01,19.76,
13680,605909,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2018,2018-01-01,9.49,
13682,605981,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2018,2018-01-01,7.96,
7830,602984,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Annual Average 2018,2018-01-01,19.18,
7675,603017,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2018,2018-01-01,17.17,
6014,602750,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2018,2018-01-01,14.35,
4984,603011,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2018,2018-01-01,19.99,
7828,603020,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2018,2018-01-01,21.2,
4894,602789,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Annual Average 2018,2018-01-01,19.9,
13764,602696,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Annual Average 2018,2018-01-01,17.18,
4901,605996,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2018,2018-01-01,6.72,
15973,602951,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Annual Average 2018,2018-01-01,22.19,
13687,602708,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Annual Average 2018,2018-01-01,17.25,
13683,605951,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Annual Average 2018,2018-01-01,6.95,
4561,602909,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2018,2018-01-01,25.89,
8105,606059,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2018,2018-01-01,6.06,
15399,602930,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2018,2018-01-01,17.0,
4544,605744,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Annual Average 2018,2018-01-01,8.94,
15038,602858,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Annual Average 2018,2018-01-01,17.9,
8549,602753,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2018,2018-01-01,20.95,
8551,602765,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2018,2018-01-01,22.22,
4540,605798,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Annual Average 2018,2018-01-01,7.0,
4534,605774,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2018,2018-01-01,6.06,
4626,602786,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Annual Average 2018,2018-01-01,20.89,
14918,605825,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2018,2018-01-01,6.67,
4547,605741,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Annual Average 2018,2018-01-01,8.14,
14872,602828,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2018,2018-01-01,15.77,
14865,602861,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Annual Average 2018,2018-01-01,14.48,
13365,605894,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Annual Average 2018,2018-01-01,8.97,
7035,602795,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2018,2018-01-01,15.77,
5269,603101,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2018,2018-01-01,16.07,
5266,603104,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2018,2018-01-01,12.84,
12991,602939,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2018,2018-01-01,22.4,
4524,603089,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Annual Average 2018,2018-01-01,16.09,
14760,605795,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2018,2018-01-01,7.19,
14729,605804,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Annual Average 2018,2018-01-01,7.85,
871,602990,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2018,2018-01-01,15.77,
5233,602774,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2018,2018-01-01,28.69,
5552,605738,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2018,2018-01-01,8.79,
13074,602972,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2018,2018-01-01,20.45,
8482,602825,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Annual Average 2018,2018-01-01,11.05,
4564,602912,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Annual Average 2018,2018-01-01,26.64,
5486,605735,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2018,2018-01-01,10.3,
585,602948,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2018,2018-01-01,26.65,
8466,603023,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2018,2018-01-01,19.76,
15298,605891,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Annual Average 2018,2018-01-01,7.0,
1707,602792,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2018,2018-01-01,17.63,
